ConversationID,UtteranceID,Utterance,Speaker,StartTime,EndTime,Emotion,Sentiment,Sarcasm,Humor,Relevancy(Emo→Sen),Relevancy(Sar→Hum),Pride,Love
C_1011,C_1011_U_2,我又不在借书卡的名单里,方木,"00:00:04,490","00:00:07,230",surprise,neutral,none,none,-2,1,none,none
C_1011,C_1011_U_3,咱们别老跟那借书卡较劲了行不行,邰伟,"00:00:09,040","00:00:11,980",neutral,neutral,none,none,-2,0,none,none
C_1011,C_1011_U_4,那不是什么死亡名单,邰伟,"00:00:11,980","00:00:13,754",neutral,neutral,none,none,-2,0,none,none
C_1011,C_1011_U_5,那就是张纸,邰伟,"00:00:13,754","00:00:14,740",neutral,neutral,none,none,1,-1,none,none
C_1011,C_1011_U_6,这个世界上就是有这么多事情,邰伟,"00:00:15,070","00:00:17,410",neutral,neutral,none,none,1,-1,none,none
C_1011,C_1011_U_7,它不按常理出牌,邰伟,"00:00:17,410","00:00:18,670",neutral,neutral,none,none,1,0,none,none
C_1012,C_1012_U_1,这是我吃过最好吃的蛋炒饭,方木,"00:00:00,000","00:00:01,950",joy,neutral,none,none,1,0,none,none
C_1012,C_1012_U_2,亚凡,方木,"00:00:10,150","00:00:10,395",neutral,neutral,none,none,1,0,none,none
C_1012,C_1012_U_3,我一会儿送你去学校吧,方木,"00:00:10,395","00:00:13,080",neutral,neutral,none,none,1,-1,none,none
C_1012,C_1012_U_4,不用了,亚凡,"00:00:13,080","00:00:13,487",neutral,neutral,none,none,2,-1,none,none
C_1012,C_1012_U_5,妈妈说了让我在家里等着,亚凡,"00:00:13,487","00:00:15,302",neutral,neutral,none,none,-1,1,none,none
C_1012,C_1012_U_6,姑妈会来接我,亚凡,"00:00:15,302","00:00:16,951",neutral,neutral,none,none,-1,0,none,none
C_1012,C_1012_U_7,带我去动物园玩,亚凡,"00:00:16,951","00:00:18,377",neutral,neutral,none,none,-1,0,none,none
C_1012,C_1012_U_8,妈妈什么时候跟你说的,孙阿姨,"00:00:18,377","00:00:20,618",surprise,neutral,none,none,-1,0,none,none
C_1012,C_1012_U_9,昨天晚上让我回家之前,孙阿姨,"00:00:20,618","00:00:22,850",neutral,neutral,none,none,-1,0,none,none
C_1013,C_1013_U_1,喝,方木,"00:00:00,090","00:00:01,230",anger,neutral,none,none,-1,0,none,none
C_1013,C_1013_U_2,我不拦着你,方木,"00:00:01,580","00:00:02,720",anger,neutral,none,none,-1,0,none,none
C_1013,C_1013_U_3,方木,吴涵,"00:00:05,120","00:00:06,050",anger,neutral,none,none,-1,1,none,none
C_1013,C_1013_U_4,你是不是疯了,吴涵,"00:00:06,710","00:00:08,180",anger,neutral,none,none,-1,0,none,none
C_1013,C_1013_U_5,是不是因为这案子不是你破的,吴涵,"00:00:08,850","00:00:11,231",anger,neutral,none,none,-1,0,none,none
C_1013,C_1013_U_6,没当成神探,吴涵,"00:00:11,231","00:00:12,223",anger,neutral,sarcastic,none,0,0,none,none
C_1013,C_1013_U_7,随便揪个人就撒气啊,吴涵,"00:00:12,223","00:00:14,000",anger,neutral,sarcastic,none,2,0,none,none
C_1014,C_1014_U_1,案子确实没破,方木,"00:00:00,000","00:00:01,920",anger,neutral,none,none,2,0,none,none
C_1014,C_1014_U_2,孙梅也白死了,方木,"00:00:01,920","00:00:03,850",anger,neutral,none,none,2,-1,none,none
C_1014,C_1014_U_3,她既没有掩盖住凶手,方木,"00:00:04,390","00:00:06,253",anger,neutral,none,none,2,1,none,none
C_1014,C_1014_U_4,也没有掩盖住凶手的秘密,方木,"00:00:06,253","00:00:08,500",anger,neutral,none,none,2,0,none,none
C_1014,C_1014_U_5,可孙梅死了,方木,"00:00:10,810","00:00:12,830",anger,neutral,none,none,2,-1,none,none
C_1014,C_1014_U_6,你真的一点忏悔之心都没有吗,方木,"00:00:13,770","00:00:16,700",anger,neutral,none,none,1,1,none,none
C_1014,C_1014_U_7,你们瞅瞅他真疯了,吴涵,"00:00:18,170","00:00:21,380",fear,neutral,sarcastic,none,1,0,none,none
C_1015,C_1015_U_1,她杀了咱们这么多同学,吴涵,"00:00:00,000","00:00:01,971",disgust,neutral,none,none,2,-1,none,none
C_1015,C_1015_U_2,我干嘛要对她有忏悔之心,吴涵,"00:00:01,971","00:00:04,337",disgust,neutral,none,none,2,0,none,none
C_1015,C_1015_U_3,来咱们喝别搭理大侦探,吴涵,"00:00:04,337","00:00:06,702",neutral,neutral,none,none,2,0,none,none
C_1015,C_1015_U_4,你跟孙姨是一年前好的吧,方木,"00:00:09,530","00:00:12,830",neutral,neutral,sarcastic,none,1,0,none,none
C_1015,C_1015_U_5,也许,方木,"00:00:13,710","00:00:14,790",neutral,neutral,none,none,1,-1,none,none
C_1015,C_1015_U_6,是因为空虚寂寞,方木,"00:00:15,140","00:00:16,850",neutral,neutral,none,none,1,-1,none,none
C_1015,C_1015_U_7,也许是因为同是天涯沦落人,方木,"00:00:17,180","00:00:20,840",neutral,neutral,none,none,1,-1,none,none
C_1016,C_1016_U_1,不是因为那封信,方木,"00:00:00,050","00:00:01,890",anger,neutral,none,none,1,0,none,none
C_1016,C_1016_U_2,你怕了,方木,"00:00:06,790","00:00:08,110",neutral,neutral,none,none,1,0,none,none
C_1016,C_1016_U_3,你怕自己毁于一旦,方木,"00:00:08,880","00:00:10,880",neutral,neutral,none,none,1,1,none,none
C_1016,C_1016_U_4,我怕我们俩毁于一旦,吴涵,"00:00:15,250","00:00:20,640",fear,neutral,none,none,-2,0,none,none
C_1016,C_1016_U_5,你又在隐藏自己,方木,"00:00:20,640","00:00:23,130",neutral,neutral,none,none,-2,0,none,none
C_1016,C_1016_U_6,我没有,吴涵,"00:00:23,130","00:00:25,600",anger,neutral,none,none,-2,0,none,none
C_1017,C_1017_U_1,我跟你说多少次了,杜宇,"00:00:00,000","00:00:01,669",disgust,neutral,none,none,-2,0,none,none
C_1017,C_1017_U_2,打听人家家谱呢,杜宇,"00:00:01,669","00:00:03,129",disgust,neutral,none,none,-2,0,none,none
C_1017,C_1017_U_3,不没办法嘛,女室友,"00:00:03,546","00:00:04,590",neutral,neutral,none,none,-2,0,none,none
C_1017,C_1017_U_4,谁叫我们是好姐们呢,女室友,"00:00:04,590","00:00:06,885",neutral,neutral,none,none,-2,1,none,none
C_1017,C_1017_U_5,再说了,女室友,"00:00:06,885","00:00:07,510",neutral,neutral,none,none,2,-1,none,none
C_1017,C_1017_U_6,玥玥真心喜欢方木,女室友,"00:00:07,510","00:00:09,190",neutral,neutral,none,none,2,0,none,none
C_1017,C_1017_U_7,那我就实话跟你说了,杜宇,"00:00:09,520","00:00:11,202",neutral,neutral,none,none,2,-1,none,none
C_1017,C_1017_U_8,我也不了解方木,杜宇,"00:00:11,202","00:00:12,637",neutral,neutral,none,none,1,0,none,none
C_1017,C_1017_U_9,他的人总活在自己世界里很难向别人打开心扉,杜宇,"00:00:12,637","00:00:16,251",neutral,neutral,none,none,1,1,none,none
C_1017,C_1017_U_10,你找我也没有用,杜宇,"00:00:16,251","00:00:17,560",neutral,neutral,none,none,2,0,none,none
C_1018,C_1018_U_1,凶手应该是有备而来,女法医,"00:00:00,000","00:00:01,484",neutral,neutral,none,none,-2,0,none,none
C_1018,C_1018_U_2,她的大腿内侧有三条非常细微的擦伤,女法医,"00:00:01,484","00:00:04,878",neutral,neutral,none,none,2,0,none,none
C_1018,C_1018_U_3,应该是凶手在强奸她的时候,女法医,"00:00:04,878","00:00:07,423",neutral,neutral,none,none,1,0,none,none
C_1018,C_1018_U_4,裤子的拉链造成的,女法医,"00:00:07,423","00:00:09,110",neutral,neutral,none,none,2,1,none,none
C_1018,C_1018_U_5,什么世道,邰伟,"00:00:14,740","00:00:16,090",surprise,neutral,none,none,2,0,none,none
C_1018,C_1018_U_6,疯子和变态越来越多,邰伟,"00:00:17,450","00:00:20,420",surprise,neutral,sarcastic,none,-1,0,none,none
C_1019,C_1019_U_1,那么好的一对,陈希,"00:00:00,000","00:00:01,360",sadness,neutral,none,none,-1,0,none,none
C_1019,C_1019_U_2,好得让人羡慕,陈希,"00:00:02,850","00:00:04,760",sadness,neutral,none,none,-1,0,none,none
C_1019,C_1019_U_3,没想到竟会是这样的结果,陈希,"00:00:07,180","00:00:09,770",sadness,neutral,none,none,1,0,none,none
C_1019,C_1019_U_4,这个世界上有那么多的人,方木,"00:00:15,350","00:00:18,600",neutral,neutral,none,none,1,0,none,none
C_1019,C_1019_U_5,谁会在心里想些什么,方木,"00:00:19,750","00:00:22,060",neutral,neutral,none,none,1,-1,none,none
C_1019,C_1019_U_6,谁又会做出一些,方木,"00:00:22,390","00:00:25,000",neutral,neutral,none,none,-1,0,none,none
C_1019,C_1019_U_7,不可知,方木,"00:00:25,000","00:00:25,610",neutral,neutral,none,none,-1,1,none,none
C_1020,C_1020_U_1,我看你们两个聊得挺热乎,刑志森,"00:00:00,000","00:00:02,607",joy,neutral,none,humor,-1,0,none,none
C_1020,C_1020_U_2,算了算了,刑志森,"00:00:02,607","00:00:04,029",joy,neutral,none,humor,2,0,none,none
C_1020,C_1020_U_3,我走了,刑志森,"00:00:04,029","00:00:04,720",joy,neutral,none,humor,-1,0,none,none
C_1020,C_1020_U_4,刑局,方木,"00:00:05,580","00:00:06,090",neutral,neutral,none,none,-1,0,none,none
C_1020,C_1020_U_5,我是不是可以参加破案了,方木,"00:00:06,090","00:00:09,580",joy,neutral,none,none,2,-1,none,none
C_1020,C_1020_U_6,不过有些程序啊咱还得走,刑志森,"00:00:18,218","00:00:20,270",neutral,neutral,none,none,1,0,none,none
C_1020,C_1020_U_7,你得跟我去见一个人,刑志森,"00:00:20,340","00:00:21,890",neutral,neutral,none,none,2,0,none,none
C_1021,C_1021_U_1,你这警局老这么人才紧缺不行啊,乔教授,"00:00:00,000","00:00:05,020",neutral,neutral,none,none,2,-1,none,none
C_1021,C_1021_U_2,这不惜才吗,刑志森,"00:00:05,480","00:00:07,118",neutral,neutral,none,none,2,1,none,none
C_1021,C_1021_U_3,你说这命案当前抓住凶手才是最重要的,刑志森,"00:00:07,118","00:00:12,689",neutral,neutral,none,none,2,0,none,none
C_1021,C_1021_U_4,你借人,乔教授,"00:00:12,689","00:00:13,980",neutral,neutral,none,none,2,-1,none,none
C_1021,C_1021_U_5,我不反对,乔教授,"00:00:14,360","00:00:15,592",neutral,neutral,none,none,2,0,none,none
C_1021,C_1021_U_6,不过一定要保障他的安全,乔教授,"00:00:15,592","00:00:18,980",neutral,neutral,none,none,2,1,none,none
C_1021,C_1021_U_7,这你就放心吧,刑志森,"00:00:19,288","00:00:21,136",neutral,neutral,none,none,2,1,none,none
C_1021,C_1021_U_8,你还不了解我,刑志森,"00:00:21,136","00:00:23,600",neutral,neutral,none,none,2,1,none,none
C_1022,C_1022_U_1,我们学校篮球赛呢能拉到赞助,女室友,"00:00:00,050","00:00:02,685",joy,neutral,none,none,2,0,none,none
C_1022,C_1022_U_2,业余生活能变得这么丰富,女室友,"00:00:02,685","00:00:04,712",joy,neutral,none,none,2,1,none,none
C_1022,C_1022_U_3,说实在的啊都得谢谢我们玥玥的,女室友,"00:00:04,712","00:00:07,540",joy,neutral,none,none,2,-1,none,none
C_1022,C_1022_U_4,杜宇,方木,"00:00:08,610","00:00:09,026",neutral,neutral,none,none,2,0,none,none
C_1022,C_1022_U_5,你们篮球赛如果赢了,方木,"00:00:09,026","00:00:11,017",neutral,neutral,none,none,2,0,none,none
C_1022,C_1022_U_6,奖金是不是也是邓琳玥家赞助的呀,方木,"00:00:11,017","00:00:13,815",neutral,neutral,none,none,2,1,none,none
C_1022,C_1022_U_7,你还不快谢谢人家,方木,"00:00:13,815","00:00:15,680",neutral,neutral,none,none,2,-1,none,none
C_1023,C_1023_U_1,这是有关我的一切,邓琳玥,"00:00:00,330","00:00:01,882",joy,neutral,none,none,2,0,none,immediate
C_1023,C_1023_U_2,你也可以同样了解我,邓琳玥,"00:00:01,882","00:00:03,630",joy,neutral,none,none,2,0,none,immediate
C_1023,C_1023_U_3,和你眼前见到完全不一样的我,邓琳玥,"00:00:04,670","00:00:07,690",joy,neutral,none,none,-1,-1,none,immediate
C_1023,C_1023_U_4,如果我没错意的话,方木,"00:00:11,840","00:00:15,020",neutral,neutral,none,none,-1,0,none,none
C_1023,C_1023_U_5,对不起,方木,"00:00:16,870","00:00:18,010",neutral,neutral,none,none,-1,1,none,none
C_1023,C_1023_U_6,我已经有女朋友了,方木,"00:00:18,380","00:00:20,090",neutral,neutral,none,none,-1,1,none,none
C_1024,C_1024_U_1,杜宇,女室友,"00:00:00,000","00:00:01,020",anger,neutral,none,none,-1,0,none,none
C_1024,C_1024_U_2,方木有女朋友的事你怎么不早说呀,女室友,"00:00:01,450","00:00:04,205",anger,neutral,none,none,-1,1,none,none
C_1024,C_1024_U_3,我也不知道他有女朋友啊,杜宇,"00:00:04,205","00:00:06,370",surprise,neutral,none,none,-1,-1,none,none
C_1024,C_1024_U_4,什么时候的事啊,杜宇,"00:00:06,700","00:00:08,260",surprise,neutral,none,none,-1,0,none,none
C_1024,C_1024_U_5,没关系,邓琳玥,"00:00:12,210","00:00:13,170",sadness,neutral,none,none,-1,1,none,none
C_1025,C_1025_U_1,你说这个算是爱情吗,邰伟,"00:00:03,980","00:00:06,380",neutral,neutral,none,none,-1,0,none,none
C_1025,C_1025_U_2,倾尽所有情感和注意力,方木,"00:00:09,760","00:00:12,080",neutral,neutral,none,none,0,1,none,none
C_1025,C_1025_U_3,突然一下子,方木,"00:00:12,940","00:00:13,564",neutral,neutral,none,none,2,0,none,none
C_1025,C_1025_U_4,就什么都没有了,方木,"00:00:13,564","00:00:17,510",neutral,neutral,none,none,2,0,none,none
C_1025,C_1025_U_5,看来这次咱们俩都错了,邰伟,"00:00:18,230","00:00:20,890",neutral,neutral,none,none,2,1,none,none
C_1026,C_1026_U_1,方木啊,孙普,"00:00:00,000","00:00:00,660",neutral,neutral,none,none,2,1,none,none
C_1026,C_1026_U_2,时间不早了,孙普,"00:00:01,270","00:00:02,710",neutral,neutral,none,none,0,-1,none,none
C_1026,C_1026_U_3,孙老师再给我点时间吧,方木,"00:00:03,470","00:00:06,590",neutral,neutral,none,none,2,-1,none,none
C_1026,C_1026_U_4,方木,孙普,"00:00:07,310","00:00:07,798",neutral,neutral,none,none,2,1,none,none
C_1026,C_1026_U_5,你说你这么年轻干嘛那么拼命,孙普,"00:00:07,798","00:00:10,950",neutral,neutral,none,none,0,1,none,none
C_1026,C_1026_U_6,我像你这个年纪的时候,孙普,"00:00:11,280","00:00:12,960",neutral,neutral,none,none,2,0,none,none
C_1026,C_1026_U_7,哪顾得读书啊,孙普,"00:00:12,960","00:00:14,430",neutral,neutral,none,none,0,0,none,none
C_1026,C_1026_U_8,挑灯彻夜读金墉还来不及呢,孙普,"00:00:14,430","00:00:17,140",neutral,neutral,none,humor,2,0,none,none
C_1027,C_1027_U_1,我说你们能再晚点吗,受害者,"00:00:00,000","00:00:02,700",anger,neutral,none,none,0,0,none,none
C_1027,C_1027_U_2,我已经被他折磨两天两夜了,受害者,"00:00:02,700","00:00:05,400",anger,neutral,none,none,-1,0,none,none
C_1027,C_1027_U_3,你说什么,邰伟,"00:00:05,400","00:00:06,320",anger,neutral,none,none,-2,0,none,none
C_1027,C_1027_U_4,我说你们警察都是吃素的吗,受害者,"00:00:07,070","00:00:09,112",anger,neutral,none,none,-2,0,none,none
C_1027,C_1027_U_5,我说后面那句最后一句,邰伟,"00:00:09,112","00:00:10,950",anger,neutral,none,none,-2,1,none,none
C_1027,C_1027_U_6,我已经被他折磨两天两夜了,受害者,"00:00:11,750","00:00:14,070",fear,neutral,none,none,1,-1,none,none
C_1027,C_1027_U_7,两天两夜了,邰伟,"00:00:15,950","00:00:17,590",surprise,neutral,none,none,1,1,none,none
C_1028,C_1028_U_1,我说到你心里了吧,刑志森,"00:00:00,000","00:00:01,640",neutral,neutral,sarcastic,none,1,0,none,none
C_1028,C_1028_U_2,对,罪犯,"00:00:05,250","00:00:06,270",anger,neutral,none,none,1,0,none,none
C_1028,C_1028_U_3,你说的没错,罪犯,"00:00:07,330","00:00:09,230",anger,neutral,none,none,1,0,none,none
C_1028,C_1028_U_4,我恨他们,罪犯,"00:00:10,400","00:00:10,960",anger,neutral,none,none,1,0,none,none
C_1028,C_1028_U_5,所以,刑志森,"00:00:10,960","00:00:15,630",neutral,neutral,none,none,2,1,none,none
C_1028,C_1028_U_6,你就把他们全杀了,刑志森,"00:00:17,350","00:00:19,846",neutral,neutral,none,none,2,-1,none,none
C_1028,C_1028_U_7,对吗,刑志森,"00:00:19,846","00:00:20,460",neutral,neutral,none,none,2,-1,none,none
C_1028,C_1028_U_8,警察先生,罪犯,"00:00:23,720","00:00:25,270",neutral,neutral,none,none,2,0,none,none
C_1028,C_1028_U_9,你知道杀人是什么感觉吗,罪犯,"00:00:25,760","00:00:29,010",neutral,neutral,sarcastic,none,2,0,none,none
C_1029,C_1029_U_1,我想好了,女室友,"00:00:00,050","00:00:01,095",neutral,neutral,none,none,1,0,none,none
C_1029,C_1029_U_2,我明天就跟杜宇去表白,女室友,"00:00:01,095","00:00:03,700",neutral,neutral,none,none,1,-1,none,none
C_1029,C_1029_U_3,不是我说你啊,邓琳玥,"00:00:06,990","00:00:08,410",neutral,neutral,none,none,2,0,none,none
C_1029,C_1029_U_4,你离上次跟杜宇表白才几个月前啊,邓琳玥,"00:00:09,290","00:00:12,940",neutral,neutral,sarcastic,none,2,0,none,none
C_1029,C_1029_U_5,感情这事吧,邓琳玥,"00:00:13,920","00:00:15,120",neutral,neutral,none,none,2,0,none,none
C_1029,C_1029_U_6,就像享受美食美酒一样,邓琳玥,"00:00:15,120","00:00:18,420",neutral,neutral,none,none,1,1,none,growing
C_1029,C_1029_U_7,得慢慢品,邓琳玥,"00:00:18,750","00:00:20,460",neutral,neutral,none,none,1,0,none,growing
C_1030,C_1030_U_1,大牛排馆儿是她家的啊,大壮,"00:00:00,510","00:00:03,920",surprise,neutral,none,none,1,0,none,none
C_1030,C_1030_U_2,等这个案子结了,大壮,"00:00:04,460","00:00:05,440",neutral,neutral,none,none,1,0,none,none
C_1030,C_1030_U_3,到时候让伟哥安排咱上这儿来,大壮,"00:00:05,440","00:00:07,726",neutral,neutral,none,none,1,0,none,none
C_1030,C_1030_U_4,一天天就知道吃吃吃,小米,"00:00:07,726","00:00:08,706",disgust,neutral,none,none,1,0,none,none
C_1030,C_1030_U_5,有点出息吧你,小米,"00:00:08,706","00:00:10,330",disgust,neutral,none,humor,1,0,none,none
C_1031,C_1031_U_1,如果真的是孟凡哲,邰伟,"00:00:00,643","00:00:02,820",anger,neutral,none,none,-2,0,none,none
C_1031,C_1031_U_2,我一脚踹死他,邰伟,"00:00:03,520","00:00:05,020",anger,neutral,none,none,-2,1,none,none
C_1031,C_1031_U_3,或许我离开了藤大,方木,"00:00:05,450","00:00:07,700",sadness,neutral,none,none,-2,1,none,none
C_1031,C_1031_U_4,才是阻止杀戮的唯一办法,方木,"00:00:07,700","00:00:10,050",sadness,neutral,none,none,-2,1,none,none
C_1031,C_1031_U_5,绝不可能,邰伟,"00:00:10,740","00:00:11,910",neutral,neutral,none,none,-2,0,none,none
C_1031,C_1031_U_6,你去哪他就跟你去哪,邰伟,"00:00:12,240","00:00:14,290",neutral,neutral,none,none,-2,0,none,none
C_1032,C_1032_U_1,我看到的,方木,"00:00:00,000","00:00:01,000",neutral,neutral,none,none,-2,1,none,none
C_1032,C_1032_U_2,都是被他自己的记忆折磨,方木,"00:00:01,000","00:00:03,680",neutral,neutral,none,none,2,0,none,none
C_1032,C_1032_U_3,他的动机,方木,"00:00:06,140","00:00:07,800",surprise,neutral,none,none,2,0,none,none
C_1032,C_1032_U_4,难道是那些抹也抹不去的记忆,方木,"00:00:07,800","00:00:10,840",surprise,neutral,none,none,2,0,none,none
C_1032,C_1032_U_5,记忆有时候真的是挺可怕的,邰伟,"00:00:13,290","00:00:15,580",neutral,neutral,none,none,2,0,none,none
C_1033,C_1033_U_1,老乔,刑志森,"00:00:00,230","00:00:00,773",joy,neutral,none,humor,2,0,none,none
C_1033,C_1033_U_2,你就把你压箱底的本事都使出来吧,刑志森,"00:00:00,773","00:00:04,850",joy,neutral,none,humor,2,0,none,none
C_1033,C_1033_U_3,你认为我清醒吗,乔教授,"00:00:05,560","00:00:07,500",neutral,neutral,none,none,2,0,none,none
C_1033,C_1033_U_4,我要是没有这些药针剂,乔教授,"00:00:09,620","00:00:12,470",neutral,neutral,none,none,2,1,none,none
C_1033,C_1033_U_5,在这盯着,乔教授,"00:00:12,470","00:00:14,050",neutral,neutral,none,none,2,1,none,none
C_1033,C_1033_U_6,我恐怕连对面坐的是谁我都分不清啊,乔教授,"00:00:14,540","00:00:18,130",neutral,neutral,none,none,2,0,none,none
C_1034,C_1034_U_1,你做的对,乔教授,"00:00:01,130","00:00:02,590",neutral,neutral,none,none,1,0,none,none
C_1034,C_1034_U_2,但是你做的不好,乔教授,"00:00:02,920","00:00:04,890",anger,neutral,none,none,1,0,none,none
C_1034,C_1034_U_3,我只是不想再因为个人感情而遗漏掉任何嫌疑人,方木,"00:00:06,080","00:00:10,470",neutral,neutral,none,none,2,1,none,none
C_1034,C_1034_U_4,哪怕,方木,"00:00:11,170","00:00:12,130",neutral,neutral,none,none,-2,-1,none,none
C_1034,C_1034_U_5,我相信您跟这些事情没有关系,方木,"00:00:12,470","00:00:14,900",neutral,neutral,none,none,2,0,none,none
C_1035,C_1035_U_1,你怎么当上法医的啊,邰伟,"00:00:00,440","00:00:02,630",anger,neutral,sarcastic,none,1,0,none,none
C_1035,C_1035_U_2,就这点儿线索我自己不会看,邰伟,"00:00:03,310","00:00:05,180",anger,neutral,sarcastic,none,2,0,none,none
C_1035,C_1035_U_3,我不知道吗我,邰伟,"00:00:05,180","00:00:06,302",anger,neutral,none,none,2,0,none,none
C_1035,C_1035_U_4,你又是怎么当上队长的,女法医,"00:00:06,302","00:00:08,670",anger,neutral,sarcastic,none,-1,0,none,none
C_1035,C_1035_U_5,人要是能够早点被抓到,女法医,"00:00:08,670","00:00:10,290",anger,neutral,sarcastic,none,-1,0,none,none
C_1035,C_1035_U_6,我宁可不当这个法医,女法医,"00:00:10,290","00:00:12,080",anger,neutral,sarcastic,none,-1,0,none,none
C_1036,C_1036_U_1,还不是因为你没用,女法医,"00:00:00,000","00:00:01,450",anger,neutral,none,none,1,-1,none,none
C_1036,C_1036_U_2,你说谁没用,邰伟,"00:00:01,950","00:00:03,282",anger,neutral,none,none,1,0,none,none
C_1036,C_1036_U_3,你再说一遍我听听,邰伟,"00:00:03,282","00:00:05,393",anger,neutral,none,none,1,0,none,none
C_1036,C_1036_U_4,你再说一遍我听听,邰伟,"00:00:05,393","00:00:07,171",anger,neutral,none,none,-1,1,none,none
C_1036,C_1036_U_5,你不服气还想动手啊,女法医,"00:00:07,171","00:00:08,837",anger,neutral,none,none,-1,0,none,none
C_1036,C_1036_U_6,你就这点儿出息,邰伟,"00:00:08,837","00:00:10,160",anger,neutral,sarcastic,none,-1,0,none,none
C_1037,C_1037_U_1,那天那个事儿,邰伟,"00:00:00,000","00:00:01,360",neutral,neutral,none,none,2,0,none,none
C_1037,C_1037_U_2,我真的是喝断片了,邰伟,"00:00:04,320","00:00:06,670",neutral,neutral,none,none,-1,1,none,none
C_1037,C_1037_U_3,你一定要相信我,邰伟,"00:00:07,000","00:00:08,260",neutral,neutral,none,none,-1,-1,none,none
C_1037,C_1037_U_4,我什么都不记得,邰伟,"00:00:08,260","00:00:09,490",neutral,neutral,none,none,2,0,none,none
C_1037,C_1037_U_5,你根本就不知道我在气什么,女法医,"00:00:09,820","00:00:11,830",anger,neutral,none,none,1,0,none,none
C_1037,C_1037_U_6,什么意思,邰伟,"00:00:12,160","00:00:12,700",surprise,neutral,none,none,2,-1,none,none
C_1037,C_1037_U_7,你那天抱着我,女法医,"00:00:12,700","00:00:15,590",anger,neutral,none,none,2,-1,none,none
C_1037,C_1037_U_8,叫的是别人的名字,女法医,"00:00:15,920","00:00:17,560",anger,neutral,none,none,2,0,none,none
C_1037,C_1037_U_9,一个我死都不敢相信的一个女人的名字,女法医,"00:00:17,890","00:00:21,190",anger,neutral,none,none,2,0,none,none
C_1038,C_1038_U_1,拿照顾嫂子当幌子,女法医,"00:00:00,060","00:00:02,210",anger,neutral,sarcastic,none,2,0,none,none
C_1038,C_1038_U_2,都一身的邪门心思,女法医,"00:00:02,540","00:00:04,360",anger,neutral,sarcastic,none,2,0,none,none
C_1038,C_1038_U_3,虚伪,女法医,"00:00:05,050","00:00:06,070",anger,neutral,sarcastic,none,2,0,none,none
C_1038,C_1038_U_4,恶心,女法医,"00:00:06,630","00:00:08,070",anger,neutral,sarcastic,none,2,0,none,none
C_1038,C_1038_U_5,我真替你的兄弟感到不值,女法医,"00:00:08,880","00:00:11,100",anger,neutral,sarcastic,none,2,0,none,none
C_1038,C_1038_U_6,放屁,邰伟,"00:00:11,510","00:00:12,770",surprise,neutral,none,none,2,-1,none,none
C_1038,C_1038_U_7,我知道,女法医,"00:00:13,580","00:00:14,412",anger,neutral,none,none,2,-1,none,none
C_1038,C_1038_U_8,在你眼里我就是个影子,女法医,"00:00:14,412","00:00:16,430",anger,neutral,none,none,2,-1,none,none
C_1039,C_1039_U_1,今天晚上篮球赛你会来吗,邓琳玥,"00:00:00,410","00:00:03,120",joy,neutral,none,none,2,-1,none,none
C_1039,C_1039_U_2,对不起,方木,"00:00:03,640","00:00:04,168",neutral,neutral,none,none,0,1,none,none
C_1039,C_1039_U_3,我现在真的没有时间说这个,方木,"00:00:04,168","00:00:06,280",neutral,neutral,none,none,2,0,none,none
C_1039,C_1039_U_4,你能听我把话说完吗,邓琳玥,"00:00:08,780","00:00:10,830",neutral,neutral,none,none,2,0,none,none
C_1039,C_1039_U_5,今天晚上我会在篮球场一直等你到九点半,邓琳玥,"00:00:11,430","00:00:15,330",neutral,neutral,none,none,0,-1,none,none
C_1039,C_1039_U_6,九点半一过,邓琳玥,"00:00:15,730","00:00:17,039",neutral,neutral,none,none,2,0,none,none
C_1039,C_1039_U_7,无论你来不来,邓琳玥,"00:00:17,039","00:00:18,580",neutral,neutral,none,none,0,1,none,none
C_1039,C_1039_U_8,我都会按照我的计划进行,邓琳玥,"00:00:19,290","00:00:21,350",neutral,neutral,none,none,2,-1,none,none
C_1040,C_1040_U_1,他是隐藏高手,乔教授,"00:00:00,550","00:00:02,380",neutral,neutral,none,none,0,0,none,none
C_1040,C_1040_U_2,深藏在人群里,乔教授,"00:00:03,540","00:00:05,600",neutral,neutral,none,none,-1,0,none,none
C_1040,C_1040_U_3,就在大家身边,乔教授,"00:00:06,610","00:00:08,510",neutral,neutral,none,none,-2,0,none,none
C_1040,C_1040_U_4,你能确定就是今晚吗,邰伟,"00:00:09,570","00:00:11,540",surprise,neutral,none,none,-2,0,none,none
C_1040,C_1040_U_5,篮球馆,乔教授,"00:00:14,240","00:00:15,680",neutral,neutral,none,none,-2,1,none,none
C_1040,C_1040_U_6,正好比三年藤师大礼堂,乔教授,"00:00:16,010","00:00:20,590",neutral,neutral,none,none,1,0,none,none
C_1041,C_1041_U_1,为什么只有你发现了孟凡哲,邰伟,"00:00:00,000","00:00:02,340",surprise,neutral,none,none,1,0,none,none
C_1041,C_1041_U_2,为什么你一到现场他就死了,邰伟,"00:00:02,670","00:00:04,980",surprise,neutral,none,none,1,1,none,none
C_1041,C_1041_U_3,如果不是我及时赶到,邰伟,"00:00:04,980","00:00:06,713",anger,neutral,none,none,1,0,none,none
C_1041,C_1041_U_4,那么是不是邓琳玥也要和他们一样,邰伟,"00:00:06,713","00:00:09,409",anger,neutral,none,none,1,1,none,none
