ConversationID,TopicDescription
C_1449,这里真的安全吗，人都靠得住吗，觉得酒店老板不是自己人
C_1450,关洪宇老婆吃醋了，开始耍脾气，让后关宏宇哄老婆
C_1451,关洪峰和老婆抱在一起，想在一起，老婆想把孩子生出来
C_1452,周巡说这是肺鱼，靠肺呼吸却生活在水里
C_1453,周巡怎么可以这样，觉得他乱来，洪峰家里肯定24小时都有人盯着
C_1454,关洪宇老婆觉得，如果动气真格的话，你们还是别继续冒险了，但越是这个时候，月要装作什么都不知道
C_1455,关洪宇老婆说让关洪峰多给自己弟弟一些信任，说这些年觉得洪峰是个正值，有责任心的人
C_1456,周巡说你不顾自己伤势提前出院，不是想找我请假吧
C_1457,刘队说案卷肯定和关洪峰有关，出了这么大事，他们联系肯定更频繁
C_1458,关洪峰一定不能离开我们视线，刘局觉得周巡没有能力跟他斗
C_1459,关洪宇朋友觉得宏宇是金屋藏娇，朋友现在一点都不着急
C_1460,宏宇说你找我到底干嘛，但是朋友带来了安腾的其他线索
C_1461,酒店老板说小波等一会就下班了，还要赶回去做早餐，洪峰说咱俩到底有没有发生什么
C_1462,周巡说案子进展了一大步，如果真的要把他毙了就没了
C_1463,关洪峰说她不希望再死更多的人，让后拉着她又进去了
C_1464,关洪峰拿着那个人和这个女的对峙
C_1465,你可以为你弟弟做任何事情，但你绝对不会去杀人，他也不会希望你杀人
C_1466,关洪峰说，我这人此不会骗了他，但你要明白你弟弟不会再活过来了
C_1467,这个女的说，如果刚才我真的杀了胡强你会怎么办，关洪峰说我一直想问你一件事，你是怎么发现你到底去世了
C_1468,关洪峰说这次虽然很冒险，但是你表现得非常好，但无辜的人被害，好人被抓，那我们干这些事还有什么意义
C_1469,弟弟想让哥哥教他破案，但学破案很复杂，需要精通很多专业
C_1470,周巡说他怎么会知道，刘局说整个队里只有周巡和刘局看过案卷，所以开始怀疑周巡
C_1471,关洪宇说有熟人可以过去障碍，还有刘音在地下二层车库等你，如果光线暗你可要挺住啊
C_1472,你过去之后要特别小心，因为有些时候女性的敏感度很强烈的
C_1473,周巡说你们不是分手了吗，被为了妻子抓了个人赃俱获，就把自己女朋友给听了
C_1474,周舒桐订好了快捷酒店，关队说找个商务酒店
C_1475,周巡说基本同一时间封锁了这个区域，不可能会跑
C_1476,周舒桐经费不足只能负担我们开一个标间，关队说接口太不好了
C_1477,关队离开江州刑警，怀疑这里
C_1478,周舒桐说总队没有接到这个案子，关队说去趟东花园小区
C_1479,关队觉得怀疑这个案子除了董乾还和其他案子有关
C_1480,总之我们还发现出来董乾之外，还没有其他人在场
C_1481,周舒桐觉得我们这样没有保护措施，需要叫一些人
C_1482,关洪峰说下策就是你拍个视频看看我冒着生命微信跟董乾自杀有没有区别
C_1483,关洪峰实验正式开始，因为窒息挣扎，一两分钟到三分钟
C_1484,关老师觉得周舒桐这两天没休息好，让她休息休息
C_1485,关洪峰说车的电瓶低于某个百分比就会自动关闭，那这种情况就根本不肯发生
C_1486,周舒桐说以上都是可以成为我们推测的佐证，那这个董乾他们是同伙还是敌人
C_1487,周舒桐说是不是他拿了跟绳子把他自己挤上去了，周巡说把自己拴上去这么简单，你栓树上试试
C_1488,周巡说这两天是不是一直呆在一起，晚上睡觉是不是一直呆在一起，但并没有睡觉呆在一起
C_1489,周舒桐说如果没有他的执着我就不可能发现这种线索，如果整个支队都是一破案为目标，能不能少一些牵扯和猜疑
C_1490,关洪峰说作为一名刑警做你该做的事情，只要你不干涉案件，就算进到本分了
C_1491,只有茶几上周舒桐右手的指纹，关队并没有在现场留下指纹，或者擦掉了，周巡说和队里的档案比对过吗
C_1492,关洪峰说我后边会给一个排查的大方向，那就要麻烦江州各位领导的支持，周巡说我和老关商量过了
C_1493,关洪峰说之前那么多警察都没有为主我，要是没有韩冰帮助，就落网了
C_1494,关洪峰说现在大多数警察都出去找凶手了，顾不上我
C_1495,关洪宇说你的意思是他一直在帮董乾杀人，关洪峰说可能是为了掩埋之前和转移抛弃的尸体为由
C_1496,就是因为你的坚持，话又没一条线索，都是在没有我的帮助下，继续进行
C_1497,没想到你们这么快，关洪峰说现如今飞机火车等都是实名制，你以为开摩托车，可是你恰恰疏忽了一点
C_1498,周巡说你也老大不小了，小周这孩子不错，这是个正事
C_1499,关洪峰说什么意思让我调查，周巡说我相信你，因为你是个好警察
C_1500,周巡说你什么意思，关洪峰说老白一直在撒谎，准备不充足所以破绽百出，局长低于失踪人员，有没有配枪并不关心
C_1501,私塾老先生让福贵背书，然后福贵羞辱了老先生。
C_1502,福贵说老先生生病了没去上学，徐太太让福贵去田里跟他徐老爷学习经营。
C_1503,徐太太劝说福贵传承家业，光宗耀祖。
C_1504,老先生找徐老爷告福贵状，不教福贵，徐老太爷不认账。
C_1505,福贵跟徐老爷说老先生针对他，徐老爷劝说福贵读书。
C_1506,徐老爷问丫鬟门外是不是满仓带人跳的花鼓灯。
C_1507,福贵抱怨满仓玩不叫他，满仓解释原因。
C_1508,福贵想跳花鼓灯，满仓害怕徐老爷生气不让种地。
C_1509,徐老爷因福贵跳花鼓灯生气，警告佃户们，并骂福贵。
C_1510,福贵问徐老爷地的问题，徐老爷劝说福贵不要败家。
C_1511,福贵嘲笑徐老爷年纪大，徐老爷谩骂福贵不学无术。
C_1512,徐老爷怀疑福贵去跳花鼓灯，并让菊花把满仓找来。
C_1513,徐老爷请求满仓不让福贵跳花鼓灯，满仓同意。
C_1514,满仓说福贵是帮他们跳大兰花，龙二询问并表示。
C_1515,陈掌柜跟春生说徐老爷来提亲，把家珍嫁给福贵。
C_1516,春生认为这是个好事，可以得到徐家的贡米，陈掌柜表示认同。
C_1517,福贵看到了洋学堂的学生，并想去洋学堂上学，满仓不同意。
C_1518,徐太太跟徐老爷谈论跟陈掌柜提亲的问题，徐老爷表示对福贵的无奈。
C_1519,潘掌柜和陈掌柜谈论县商会问题，并吹捧陈掌柜。
C_1520,潘掌柜欲拉陈掌柜一起联手对付徐老爷。
C_1521,潘掌柜向陈掌柜谈论福贵跳花鼓灯的事，陈掌柜表示年轻理解。
C_1522,福贵问春生陈掌柜为什么不出来，春生解释，福贵生气。
C_1523,陈掌柜叫走福贵，并把米行关了，嫌满仓他们丢人。
C_1524,陈掌柜叫福贵进屋喝茶，福贵嫌水烫，催要米。
C_1525,陈掌柜和福贵因谁借的米发生争执，并让徐老爷来。
C_1526,福贵跟徐太太说想去学堂上学，徐老爷批评福贵。
C_1527,菊花向徐老爷说长根给福贵做了个双轮车，徐老爷担心。
C_1528,徐老爷不相信福贵会去上学堂，徐太太解释。
C_1529,春生去徐家回拒徐老爷提亲的事情，并加以解释。
C_1530,春生给徐老爷福贵借米的借据，徐老爷疑惑，春生解释。
C_1531,徐老爷因福贵跳花鼓灯去陈家米行借米大气。
C_1532,菊花找满仓说借米徐老爷生气的事情，满仓担心。
C_1533,徐老爷质问福贵借米的事情，说福贵丢人。
C_1534,徐老爷说福贵，福贵顶嘴，徐太太劝说福贵。
C_1535,福贵在学堂向老师告状潘少爷。
C_1536,福贵和潘少爷打赌骑自行车，并立下赌约。
C_1537,福贵骑车摔下，潘少爷心疼车子。
C_1538,福贵在徐老爷和徐太太面前背诗，徐老爷和徐太太高兴，福贵不想让长根接他。
C_1539,福贵领家珍参观他们家的谷仓，家珍询问徐老爷，福贵抱怨。
C_1540,家珍同学跟陈掌柜说福贵把家珍骗走了，陈掌柜担心害怕。
C_1541,福贵得知了家珍是陈掌柜的女儿，福贵心里复杂。
C_1542,陈掌柜劝说家珍不要和福贵一起，家珍反抗。
C_1543,福贵笑话陈掌柜，陈掌柜警告福贵不要纠缠家珍。
C_1544,学堂老师问福贵陈家珍没来上课的原因，福贵疑惑。
C_1545,学堂老师因福贵带家珍跳花鼓灯生气，觉得伤风败俗。
C_1546,福贵晚上去陈掌柜家问陈家珍为什么告他。
C_1547,陈掌柜绑了徐福贵，并告知徐老爷福贵行窃。
C_1548,徐老爷晚上去找陈掌柜，神情淡然。
C_1549,徐老爷问福贵在什么地方，并相信福贵不会行窃。
C_1550,徐老爷以贡米回应，陈掌柜坦然回复，徐老爷笑了。
C_1551,陈掌柜觉得徐老爷应因福贵行窃感到丢人，徐老爷自信回复。
C_1552,徐老爷和陈掌柜讲道理，陈掌柜觉得徐老爷耍无赖。
C_1553,龙二去陈掌柜的米行，春生讲说徐家的贡米。
C_1554,潘少爷怀疑龙二偷他的自行车，龙二回应没有的事。
C_1555,福贵和陈掌柜拌嘴，陈掌柜生气，福贵害怕跑走。
C_1556,陈掌柜回复颜老爷，潘掌柜意不在陈家珍，而是陈家米行。
C_1557,徐老爷去找潘掌柜，潘家下人回复潘掌柜不在家中，徐老爷坐等。
C_1558,陈家珍问潘少爷对福贵的意图，潘少爷吃醋。
C_1559,徐老爷和潘掌柜谈论福贵骑走潘少爷一事，潘掌柜装不知情。
C_1560,潘掌柜欲留徐老爷，徐老爷回拒，潘掌柜问徐老爷地里收成，徐老爷心惊。
C_1561,潘掌柜今年也想收徐家贡米，徐老爷提醒陈掌柜。
C_1562,春生告诉陈掌柜徐老爷和陈掌柜谈论之事，陈掌柜略显失落。
C_1563,福贵和菊花谈论说媒问题，菊花劝说，福贵回应平等。
C_1564,陈掌柜和家珍说潘掌柜托颜老爷提亲一事，家珍委婉拒绝，陈掌柜努力劝说。
C_1565,陈家珍和同学说他不喜欢潘少爷，同学回应家珍喜欢福贵，福贵跑来。
C_1566,春生和陈掌柜说佣人所见之事，陈掌柜心急。
C_1567,陈掌柜得知这件事是福贵所为，大气，春生劝说，陈掌柜带春生去徐家。
C_1568,徐老爷和长根谈论贡米的事情，徐老爷不相信陈记米行会来人。
C_1569,陈掌柜找徐老爷对峙福贵去陈掌柜家的事情，徐老爷疑惑。
C_1570,福贵和家珍谈论各自父亲，福贵谩骂，家珍生气。
C_1571,徐老爷怀疑陈掌柜用这件事来讹徐家贡米，陈掌柜生气回应。
C_1572,陈掌柜觉得徐老爷仗势欺人，徐老爷说他们应该各让一步。
C_1573,陈掌柜跟家珍说不要和福贵在一起，家珍反抗，陈掌柜同意把家珍嫁给潘少爷。
C_1574,潘掌柜得知徐老爷把三年的贡米卖给了陈掌柜，很是生气。
C_1575,徐老爷问福贵去家珍闺房干什么，福贵回应什么也没干。
C_1576,福贵去陈家找陈掌柜问话，碰见春生，春生因陈掌柜五十大寿阻拦。
C_1577,福贵在春生面前大声回应当日之事，并说出陈掌柜拿要贡米的事情，春生担心。
C_1578,家珍和陈掌柜理论要贡米一事，陈掌柜说出家珍心声。
C_1579,陈掌柜问福贵会什么，福贵回应，并表示家里有钱。
C_1580,陈掌柜问福贵家里地数，福贵搞笑回复。
C_1581,陈掌柜回顾颜老爷，陈家答应潘家的亲事，颜老爷高兴。
C_1582,徐老爷问徐太太福贵去哪了，徐太太回应去找龙二了，徐老爷担心福贵惹事。
C_1583,福贵结婚，徐老爷担心，徐太太高兴说有事我顶着。
C_1584,潘少爷找陈掌柜询问家珍的事情，陈掌柜表示并不知情，潘少爷生气。
C_1585,潘掌柜去徐家和陈掌柜评理，徐太太强硬回应，潘掌柜欲要五年贡米契约。
C_1586,徐老爷问家珍这几天干什么了，徐太太替家珍解释。
C_1587,福贵回应家珍在城里做生意，家珍揭露福贵，福贵急眼。
C_1588,徐老爷谩骂福贵不争气，福贵表示厌恶家珍。
C_1589,徐太太劝说福贵，福贵歪理回复，徐老爷生气。
C_1590,潘少爷和福贵赌牌，潘少爷想玩大的，福贵不同意。
C_1591,潘少爷和龙二谈论，龙二讽刺潘少爷，潘少爷生气。
C_1592,龙二劝说潘少爷，并表示帮潘少爷把徐家贡米夺过来。
C_1593,福贵欲拿凤霞的首饰换钱去赌钱，凤霞疑惑，福贵给凤霞解释原因。
C_1594,福贵拿着家珍和凤霞的首饰去赌钱，并一步步进入龙二的圈套。
C_1595,徐老爷问长根福贵回来没，长根没看到，徐老爷生气。
C_1596,福贵骑着妓女去找陈掌柜要大洋，陈掌柜十分生气。
C_1597,徐老爷躺在床上语重心长的劝导着福贵不要再这样下去了。
C_1598,龙二和潘少爷谈论赌场上的事情，并推断福贵还会来。
C_1599,福贵去找龙二求情，龙二反脸要求福贵还钱。
C_1600,家珍去找满仓求情把福贵用花鼓灯弄回来，满仓答应。
C_1601,福贵在赌场里和满仓大吵，满仓下跪求情。
C_1602,徐老爷躺在病床上，给家珍最后的嘱托，祈求把孩子生下离开福贵。
C_1603,龙二去徐家讨赌债，徐太太回应龙二。
C_1604,徐太太警告龙二会招报应，龙二讽笑回应徐太太。
C_1605,福贵找龙二求情，龙二反脸不认人，要赶福贵走。
C_1606,龙二和潘少爷谈论着徐家之事，十分开心，各有所图。
C_1607,徐太太告诉徐老爷人都走了，徐老爷憔悴的走了。
C_1608,长根走了，福贵跟长根交谈，十分后悔懊恼，长根劝福贵回家。
C_1609,凤霞跟家珍谈论房子的事，福贵意外得知徐老爷绊倒。
C_1610,徐太太为家珍生育的事情做准备。
C_1611,福贵去当铺当东西，老板提及福贵，福贵回避。
C_1612,陈掌柜去福贵家接家珍回家，徐太太与陈掌柜交谈，福贵不敢见陈掌柜。
C_1613,福贵想念家珍，徐太太劝导福贵，家珍是个好女人。
C_1614,福贵下跪去找陈掌柜求情，福贵已经改变了，陈掌柜拒绝。
C_1615,陈掌柜与春生交谈，让春生带点钱和人去南方探查。
C_1616,春生告诉陈掌柜家珍去找福贵，得知福贵改变，春生劝说陈掌柜。
C_1617,家珍说孩子姓徐，并向陈掌柜请求回到福贵身边。
C_1618,龙二嘲笑福贵，徐太太讽刺回应龙二，并表示感谢。
C_1619,福贵和老全在战壕里谈话，富贵担心，老全劝导福贵。
C_1620,福贵在部队碰见春生，向春生询问家里的事情。
C_1621,龙二因福贵说解放军好生气，不让福贵种田，福贵疑惑。
C_1622,龙二舍不得他骗来的房产，龙二生气与女人闹翻。
C_1623,福贵和家珍谈话，希望共产党能把现在种的地分给他们。
C_1624,福贵从满仓口中得知分地的事情。
C_1625,福贵向满仓提意见，满仓听后十分开心。
C_1626,家珍埋怨福贵提砸锅的意见，福贵向家珍解释。
C_1627,陈掌柜和家珍交谈，不理解砸锅炼铁的作用，家珍赞同。
C_1628,二楞和满仓开玩笑，福贵和满仓尴尬笑了。
C_1629,满仓喊福贵去报喜，二楞开玩笑回应。
C_1630,满仓和王主任交谈，满仓担心以后没粮食吃，王主任安慰满仓。
C_1631,菊花惊讶徐家川的贡米产量，满仓担心，福贵开玩笑安慰满仓。
C_1632,福贵得知公社里没有公羊，想宰了有庆的那只公羊。
C_1633,菊花说公社里没有粮食了，胡凯生气破罐破摔，福贵劝阻。
C_1634,家珍生病，菊花安慰家珍，胡凯会照顾好凤霞的。
C_1635,福贵和家珍谈论凤霞的事情，福贵心疼凤霞。
C_1636,福贵得知春生改名刘解放，并告知家珍春生不来的原因。
C_1637,春生来向福贵和家珍道歉，家珍生气赶春生走。
C_1638,福贵想让春生传话给胡凯，并原谅胡凯。
C_1639,春生向福贵表示歉意，福贵和春生提起老全。
C_1640,福贵向家珍解释春生的事情，家珍无法原谅春生。
C_1641,家珍和工作队谈话，家珍无意交谈，并表示不理解。
C_1642,家珍解释富贵没犯过错，工作队疑惑，乱加猜测。
C_1643,工作队没有找到家珍的把柄，十分生气并加以威胁。
C_1644,生产队队长二楞压迫福贵，富贵反抗，队长二楞不理睬。
C_1645,工作队得知了福贵的事情，继续打压福贵。
C_1646,菊花跟福贵和家珍说满仓的事情。
C_1647,福贵把衣服要了回来，家珍对福贵说不要，并还给春生。
C_1648,福贵找到二喜，并劝说二喜不要耽误自己，二喜表示自愿。
C_1649,家珍问福贵二喜的事情，福贵回答，家珍可怜凤霞。
C_1650,春生跟福贵说凤霞的事情，福贵感到疑惑，春生向福贵解释。
C_1651,陈茹的弟弟打架把人打伤了，处理这事急着用钱，欧阳雪说钱还没捂热就干净了
C_1652,欧阳雪说他一下飞机连口水都没喝，不管他选到哪个城市你都会问他一样的问题
C_1653,韩楚风说你先把明天要换洗的衣服带上明天直接从饭店走
C_1654,韩楚风和丁元英在讨论国内信任的问题，一边做着生意一边还要看着别人的脸色
C_1655,他俩继续讨论有人骂你是汉奸，说你带着德国鬼子来扰乱中国市场
C_1656,韩楚风说今天就三件事，丁元英说一个恕字，我已经有罪了
C_1657,韩楚风说这争与不争，问题不大，我只是想知道不争的所以然，丁元英觉得这件事情是退后一步，让出一条道
C_1658,丁元英说事情重大我担不起这责任，说韩楚风你办事老总放心，但董事局不一定放心
C_1659,韩楚风说打个赌吧，把宝马车当赌注，丁元英说要一赔五
C_1660,丁元英说老祖宗这点东西能撑多久，如果文化能适应发展力，那么中国人就可以自己坐庄
C_1661,丁元英说躲在屋子里唱我的中国心，现在很多人拿明主当说，觉得有了明主啥都有了
C_1662,韩楚明说你可是两头找挨骂，传统文化，民主都不能说
C_1663,医生说咋办现在的身体左边已经动不了了，不要在折磨他，让她好好的走
C_1664,"医生说及便能救火，也只能成植物人了,几千元的医疗费一天不是小数目"
C_1665,李志宏说那我怎么做才能让我父亲死，医生说中国没有安乐死的地方
C_1666,问秋红医院账户上还有多少钱，秋红说还够用几天，咱开个会问问咋办
C_1667,丁元英说我只知道他现在还是我的爹，你不知道他也是我的爹
C_1668,丁元英说我和大哥都在外面，结果就是将责任本来就是错的，说孝顺加美德就更错了
C_1669,孝顺到底是个什么东西，是所有把干净的东西糟蹋了才行
C_1670,李志宏说别说家里还有点钱了就算没钱也要保住爸的性命。
C_1671,妈说养儿防老，儿子却说你养来养去还是为了自己，那是交换
C_1672,李志宏说你在外面快乐，丁元英说对于父母我很惭愧，互相不能适应
C_1673,这都是私人收藏的东西啊，丁元英，新的也要150块钱以上
C_1674,要买3张cd，再拿去让世杰找一找看有没有他想要的
C_1675,丁先生你这屋子也太热了，有什么苦难需要帮助就去说，但丁先生说没有必要
C_1676,丁元英说对不起我不知道你会抽烟，桌子上有你随便，芮小丹吸烟
C_1677,芮小丹说这叫什么曲子啊，我可以借走听听嘛，丁元英答应
C_1678,这套一台前级两台后继的台子是我这里最好的，但芮小丹说不上来
C_1679,丁哥想为世杰和晓明他们做点事情，我和世杰他们关系都不错
C_1680,昨天唱片的事情真的对不住，昨天和晓明去也是喝酒聊到一点钟
C_1681,一菲接任跆拳道教练，小贤和羽墨感到惊讶
C_1682,小贤调侃大学生的理想，惨遭一菲的嘲讽
C_1683,小贤暗示一菲太过要强，不考虑别人的情况
C_1684,一菲对自己的学员充满自信并对小贤的话表示不屑
C_1685,一菲伤心，羽墨暗示小贤去安慰她
C_1686,子乔对关谷提的要求很生气，关谷表示别无选择
C_1687,小贤耍贱卖萌安慰伤心的一菲
C_1688,唐悠悠出演新话剧，众人感到很惊讶
C_1689,美嘉羡慕儿童有大份爆米花，曾小贤解释原因并安慰她
C_1690,子乔建议关谷去门口截住一菲，防止出现舞台事故
C_1691,张伟突然要结婚，众人都感到非常惊讶
C_1692,一菲戏说张伟结婚为了报复薇薇
C_1693,悠悠劝张伟慎重考虑结婚，张伟谈初恋惨遭子乔调侃
C_1694,众人谈论全世界男人初恋都是沈佳宜，关谷表示他的不是
C_1695,张伟表示自己要抓住缘分并且要介绍自己女友给大家看看
C_1696,悠悠对张伟结婚的这件事，表示张伟非常坚定
C_1697,张伟向悠悠请教结婚的事，关谷感到不高兴
C_1698,悠悠打算在婚礼举办一场舞台剧，关谷建议找个人试一试这种创意的效果
C_1699,吕子乔当张伟的伴郎很自豪来炫耀，关谷回应道悠悠是婚礼的总顾问
C_1700,吕子乔想在关谷的婚礼举办模特秀，关谷表示非常的不满
C_1701,关谷和悠悠对子乔的建议表示拒绝
C_1702,张伟打算结婚后居住在爱情公寓不远的地方，既收获爱情又维护友情
C_1703,众人都很满意张伟的对象，曾小贤却提出反对意见
C_1704,一菲讽刺曾小贤能中500万，张伟为什么不能找到理想的对象
C_1705,子乔向张伟介绍口技表演者，悠悠反问不会是郭德纲吧
C_1706,关谷怀疑口技表演者是否真实存在
C_1707,一菲和美嘉对曾小贤的行为表示厌恶和愤怒
C_1708,小贤表示受伤因为胡一菲吓他
C_1709,一菲向美嘉解释瓜田李下，小贤责怪一菲不帮他说话
C_1710,一菲让小贤去告知张伟真相，美嘉帮曾小贤约了张伟见面
C_1711,张伟希望曾小贤忘了默默，小贤表示无奈
C_1712,小贤用比喻暗示张伟，张伟听不懂
C_1713,张伟听不懂比喻的含义，小贤表示无奈
C_1714,曾小贤表示自己做了自己该做的，一菲告知小贤张伟提前婚礼
C_1715,关谷自大认为自己知道了吕子乔的小算盘
C_1716,吕子乔胜券在握，悠悠关谷感到非常悲伤
C_1717,曾小贤吐槽张伟结婚对象逃婚，美嘉想让曾小贤去告知
C_1718,高尔夫运动消费太贵，众人劝说换一个运动
C_1719,悠悠出道只演过死人，曾小贤推荐去演无人生还
C_1720,关谷担心悠悠的剪辑视频太短会影响以后的发展
C_1721,张伟和悠悠重拍偶像片，非常有节目效果
C_1722,子乔抱怨小贤客服笨，小贤回应不让客服开心就没小费
C_1723,羽墨拒绝接受奔3的现实，子乔暖心安慰
C_1724,羽墨为自己青春逝去而悲伤，一菲暖心安慰
C_1725,羽墨上网因为QQ号位数少而被嘲讽
C_1726,一菲责怪曾小贤不参加聚会，曾小贤表示自己即将参加节目实现自己的理想
C_1727,众人吐槽曾小贤参加节目并提出了质疑
C_1728,曾小贤非常严肃且有自信的表明自己会取得好成绩
C_1729,曾小贤表示不要打开时间囊，悠悠要求他们装着不知道
C_1730,子乔鼓励羽墨乐观积极面对生活，不要受年龄的限制
C_1731,子乔为了鼓励羽墨实现卡片上的挑战
C_1732,子乔更改QQ头像，被关谷说成非主流
C_1733,悠悠得知时间囊里东西与关谷大吵一架
C_1734,关谷解释时间囊存放的东西，悠悠拒绝听从并且讽刺关谷自私
C_1735,一菲关心小贤参加比赛是否紧张
C_1736,一菲含蓄地表达对曾小贤参加比赛的支持和鼓励
C_1737,小贤希望一菲能够来观看他的比赛
C_1738,一菲询问自己是否需要盛装出席，曾小贤骄傲表达自己才是主角
C_1739,吕子乔死撑做卡片挑战，惨遭羽墨调侃
C_1740,吕子乔表示先不做与腿有关的挑战
C_1741,吕子乔为了证明自己是年轻人，拒绝看电视
C_1742,关谷责怪悠悠先偷看了时间囊，悠悠拒不认错
C_1743,好友们为曾小贤用掉一次求助机会而感到可惜
C_1744,曾小贤和吕子乔偷吃羽墨的水泥面膜
C_1745,曾小贤对偷吃水泥面膜而感到羞愧
C_1746,羽墨询问谁用了水泥，子乔和小贤惶恐不安
C_1747,子乔感受到被人信任的感觉非常开心
C_1748,曾小贤关心胡一菲网上相亲，胡一菲讽刺他多管闲事
C_1749,张伟向小贤和一菲分享重大发现，俩人都不屑一顾
C_1750,张伟说美嘉做奇怪的梦，小贤非常惊讶，张伟回应自己问她的
C_1751,张伟表达美嘉做春梦并梦到我们某一个人，曾小贤自恋以为是自己
C_1752,张伟表达自己是律师，一菲讽刺男人自以为是
C_1753,一菲吐槽自己相亲对象虽然富有但是约会缺乏创意
C_1754,一菲让张伟推理自己的理想约会对象，曾小贤劝一菲别为难张伟
C_1755,悠悠鼓励关谷接受现实去一菲学校教画画
C_1756,关谷悠悠向大师兄请教找兼职工作
C_1757,关谷含蓄表达自己最近很穷
C_1758,关谷向美嘉请教自己的长处，美嘉心不在焉
C_1759,张伟审讯美嘉，美嘉非常厌烦
C_1760,张伟道出美嘉暗恋关谷，被美嘉嘲讽
C_1761,美嘉为了自证清白，一直盯着张伟的照片
C_1762,子乔游说小贤帮富二代们追一菲
C_1763,子乔变相收礼开班上课
C_1764,美嘉梦到张伟变成小龙虾
C_1765,美嘉辩解自己暗恋关谷
C_1766,曾小贤看胡一菲心情不错，主动关心胡一菲相亲活动
C_1767,曾小贤劝胡一菲慎重选择相亲对象
C_1768,悠悠对关谷不愿意当美术老师感到非常生气
C_1769,悠悠以自身和张伟为例劝说关谷
C_1770,关谷对自己当美术老师没有信心
C_1771,美嘉主动坦白自己在梦中与关谷谈恋爱
C_1772,悠悠表示梦到关谷只是正常现象，不用想太多
C_1773,关谷建议美嘉谈恋爱，张伟主动示意遭到美嘉嫌弃
C_1774,曾小贤向吕子乔述说胡一菲选对象太草率
C_1775,曾小贤后悔给富二代上课
C_1776,面对子乔的劝说，曾小贤非常生气
C_1777,胡一菲对曾小贤办补习班的行为非常厌恶和生气
C_1778,胡一菲和曾小贤冷战2个星期，关谷想向一菲请教教学问题
C_1779,关谷上课被学生刁难，众人看其笑话
C_1780,好友们建议关谷选一个课代表来帮助维持课堂秩序
C_1781,子乔让悠悠帮曾小贤解围，悠悠表示无能为力
C_1782,曾小贤花式道歉
C_1783,美嘉惊讶小峰学业成就
C_1784,曾小贤非常自信向朋友们解释一菲按耐不住与自己面谈
C_1785,曾小贤过分自恋自己的魅力
C_1786,悠悠向美嘉道出毕业误会一般都会邀请自己喜欢的对象
C_1787,美嘉天真以为小峰大学虚度光阴打游戏
C_1788,悠悠暗讽美嘉只知道打游戏
C_1789,一菲换门锁并且拒绝给曾小贤钥匙
C_1790,一菲任然生气，归还曾小贤的东西
C_1791,一菲拒绝曾小贤的道歉，报复曾小贤
C_1792,曾小贤要回送给一菲的咖啡杯
C_1793,曾小贤赌气表示用漏洞的咖啡杯装咖啡
C_1794,悠悠被学生送电影票
C_1795,关谷非常生气课堂上的悠悠表现
C_1796,关谷生气悠悠和他们打成一片的行为
C_1797,悠悠建议关谷杀鸡儆猴，关谷中文闹乌龙
C_1798,小峰向美嘉介绍自己现在的工作和成就
C_1799,一菲威胁张伟和子乔拒绝和曾小贤有过多的交谈
C_1800,张伟和子乔非常惧怕在和曾小贤聊天时候，一菲突然出现
C_1801,想要丁哥给他一个机会，丁哥说如果有兴趣找他们就可以，自己没有权力做这种事情
C_1802,我在资本和冯世杰之间的媒婆，只要他们同意就没问题，我只是一个局外人
C_1803,丁元英说趁着你们几个都在，刘冰的事拿个意见，他们表示都要帮衬着点
C_1804,刘冰赞叹这个音响特别特别的好，忍不住称赞
C_1805,你看人家的活法，你现在把钱退给人家也不迟啊
C_1806,刘冰说既然有人给我们投资，我们还用投钱吗
C_1807,芮小丹说在珠宝店定做的，送给丁元英，丁元英说无罪不能要
C_1808,丁元英在名义股权归下的红利归他，亏损归我，但芮小丹说欧阳肯定不会拿遮遮掩掩的好处
C_1809,这是客观上是扶贫，凡是客观或市场允许存在的
C_1810,丁元英说这件事情定不下来，后续工作都没展开，丁元英说你安排个时间吧
C_1811,欧阳说一直摆酒谢罪，以后就官丁元英叫大哥吧
C_1812,欧阳说用你一个空头名字做控股股东，通过你取得合法权益。
C_1813,欧阳说仅仅用一个空头名字，让我尽收红利，呢这个人为什么不是你啊
C_1814,丁元英说请你出来帮忙，因为你同时具备人文背景，出自能力，平等身份
C_1815,欧阳不想做偷偷摸摸的钱，丁元英说你的股票不会低于100万
C_1816,欧阳说我这个人也没有别的能耐，只会开饭馆，丁元英说世杰可能会有一点但可以忽略不计
C_1817,刚才我看行车证上没有他的名字，这又冒出一个欧阳，他们也吃不透丁哥这个人
C_1818,其实刘冰也没其他事情，丁哥为咱公司忙活半天也没有什么利益
C_1819,欧阳说由着他们买设备，资金会不会失控啊，丁元英说设备不能当钱花
C_1820,杀富济贫真能救贫吗，丁元英说不能，杀富富不去
C_1821,晓明说专利这事情算是办完了，那个人说回去就把音箱摆上
C_1822,本想过去讨个洗头，本想朋友帮忙，糊里糊涂瞎过呗
C_1823,后级功放的音量已经有前级控制了，你在多加电位器也没有多大用处
C_1824,电位器的事情你们说不清楚，那个人说你们能做音箱？表示怀疑
C_1825,林雨峰说请你无论如何也要给我一个面子，其实我今天订货也不是最重要的就是想请你做做
C_1826,林雨峰说你面子大还是你来请赵董
C_1827,志伟一会就来，赵董如果这点面子都不给的话，呢就这样吧
